id,questions,category
11449,네. 처음 주문하려고 하는데요.,주문
11450,네. 얼마라고요?,가격
11451,주문을 한 건 했는데 또 할 수가 없어가지고 문의드려요.,주문
11452,제가 주문을 하려고요.,주문
11453,그냥 넘어가면 안되나요?,주문
11454,에이알에스로 등록을 다 했는데 아직 안뜬거 아니가요?,주문
11455,잠시 지금 이게 허리가 쫌 크게 나온 것 같아요.,상품
11456,남성용 하나 더 할려고요.,주문
11457,"입금해 주신다는 거죠?
",결제
11458,네 카드 등록을 해야 되는데요.,결제
11459,아 잠시만요 일시불로 하는데 다른 카드로  할께요.,결제
11460,"아니요. 다른 주소로 받을게요.

",배송
11461,서울시 영등포구 OOO로 OOO아파트 OOO동 OOO호 로 보내주세요.,고객정보
11462,네. 물건을 주문하려고요.,주문
11463,어디로 배송 됐는데요?,배송
11464,네. 얼마나 걸리나요?,배송
11465,네. 제가 주문한 게 있는데 도착을 안 해서 취소하려고 하거든요.,취소
11466,"제가 주문한 카 매트 있잖아요?
",주문
11467,"네, 그거 삼일까지 입금을 하라고 했는데, 제가 못했거든요?
다시 구입할 수 있나요?",주문
11468,"아 카카오톡으로 전송해 주셔도 되는데 그럼 전송하실 때 고객님 성함이랑 구매처도 같이 입력해 주세요.
",고객정보
11469,"네 고객님 성함이 ㅇㅇㅇ예요.
",고객정보
11470,지금 나오는거 구매를 원하는데요.,주문
11471,저희가 십일월 육일에 이사를 해가지고 두달까지도 배송이 가능한가요?,배송
11472,아 무조건 한달 밖에 안되는거예요?,배송
11473,네 이거 어플로 가입해도 되나요?,주문
11474,아 네 그러면 이 상품에 대해서 안내해주실 수 있는거죠?,상품
11475,이거 뭐 오늘 무조건 결제하지 않으면 혜택을 못받는건 아니죠?,결제
11476,아 그리고 하나 더 궁금하게 있는데요.,상품
11477,사은품 스피커가 양쪽으로 나오는건지 한쪽으로 나오는건지 궁금해가지고요.,상품
11478,네. 한쪽만 되는건지 두쪽 다 되는건지 궁금해서요. 양쪽에 두 개인지 정중앙에 하나인지에 따라서 사운드가 좀 울리는 현상이 있지 않을까 해서요.,상품
11479,네 그리고 이거 만약에 이개월 내로 배송이 된다고 하면 어플로 구입을 해도 괜찮은거죠?,주문
11480,할인 적용 해주는거죠?,결제
11481,"네 저번에 구매한 귀걸이 목걸이 세트 있죠.
",상품
11482,"목걸이 줄이 끊어져 있어서요.
",상품
11483,"네 한 번도 착용을 안 했는데 파손된 걸 이제 봤네요.
",상품
11484,근데 그 저기 충전기 잭이 안 되는건데요? ,상품
11485,"아, 이번 주 내로 받아 볼 수 없을 수도 있는 거예요?

",배송
11486,삼월 이십 팔일 날 완료됐다는데 우리집에는 안 온거예요. 그래서 전화해서 안받았다하니 배송했다하고.,배송
11487,공동 현관 앞에 놓고가니 그런거죠.,배송
11488,물건 가져와서 전화했으면 공동 현관 비밀 번호 알려줬을 거 아니예요.,배송
11489,전화를 미리 하면 어디다 놓으라고 할 거 아니예요.  지금 택배들은 왜 그래요. 전화도 없고 문자만 보내고.,배송
11490,그 아저씨도 그냥 놓고 문자만 보냈더라구요.,배송
11491,이번엔 꼭 전화하라고 하세요.,배송
11492,사이즈가 없어요?  ,상품
11493,네 어쩔 수 없네요. 다음에 수거해 갈 수 있겠죠? ,교환반품
11494,"네 그런데 환불은 전액 다 되나요?
 
",결제
11495,"네 우체국으로 할게요.
",환불
11496,반품을 했는데요?,교환반품
11497,오늘 그 바지를 다시 한번 입어 봤더니 안 맞더라구요.,상품
11498," 
처음 사이즈 확인할 때에는 전부 이십 팔 사이즈 인줄 알았어요. 
",상품
11499,그럼 무상 반품 안 되는 거 잖아요?,배송
11500,배송비를 어떻게 해야 되는 거예요? ,배송
11501,예 근데 저 지금 오늘 제가 입금을 안 하고 내일 할게요. ,결제
11502,입금 어디 가서 해야 돼요? ,주문
11503,네 반품 하고 그랬는데 무슨 또 그게 왔더라고요. 택배가요. 회사가 도대체 무슨 장난하는 것도 아니고 분명히 담당자하고 통화해서 다했는데 ,배송
11504,신발 때문에 전화했는데 여자 거만 왔더라고 물어 볼려고 전화 드렸어요. ,배송
11505,"네 그럼 반품 신청해 주세요.
",교환반품
11506,일단은 보내기 전에 검사하면 나중에 보내도 택배비를 주는 거예요?,배송
11507,어제 와서 반품 가져가셨는데요?,교환반품
11508,왜요?,배송
11509,"네, 고맙습니다.
제가 연락을 드리려고 했는데 전화가 왔네요.",배송
11510,어제 잘 받았습니다. 고맙습니다.,배송
11511,와이프가 주문을 했는데 취소하려구요.,취소
11512,물건 구입한 거 취소 주문할려구요.,취소
11513,어 이거 반품할려고 그래요. ,교환반품
11514, 그거 아침 일곱시에 방송한 건데요 트레이닝 육종인데,상품
11515, 남자거 주문할 수 있어요?,주문
11516, 아니요 그 저 이거 혹시 배송 받아 가지고 안 맞을 때는 반품이 가능합니까?,교환반품
11517," 뭐 문의할려 그러는데요 
 제가 구월 이십일에 피에르 가르뎅 오뜨 핸드백 삼종 세트를 구매했는데요 
",상품
11518," 네 그거를 하나 더 구매하고 싶은데 가능한가요? 
",상품
11519,상품은 우체국 택배로 보냈는데요.,상품
11520,최대한 빨리 환불해준다고 했는데 아직 응답이 없네요. ,불만접수
11521," 네 며칠전에 그 드라이기를 주문했는데요 
",주문
11522,"아무래도 반품해야할것같아요.
",교환반품
11523,저 이백육십인데 좀 큰 거 같아서 이백오십오로 바꿔줄 수 있나 한 번 여쭤보고 싶어서요.,교환반품
11524,네. 사이즈는 이백오십오 맞습니까?,상품
11525,네. 근데 더 빨리 안될까요?,교환반품
11526,네 텔레비젼에 하는 거 주문하려고 합니다.,주문
11527,"저희 쪽에서 반드시 연락드릴 테니 신경 쓰지 않으셔도 됩니다.
",연락요청
11528,"제가 처음에 신청했던 게, 백으로 되어있어서, 백오로 변경하려고 전화했는데, 연결이 안 됐어요.",주문
11529,"그래서, 인터넷으로 ㅇㅇ쇼핑 들어가서 백오로 다시 주문했어요.",주문
11530,"네, 그럼 먼저 했던 거 취소하면 되나요?",취소
11531,"그러면, 처음에 전화로 주문한 거 취소해 주세요.
",취소
11532,"음, 거기서 바로 처리 안 되나요?
",불만접수
11533,네 반품하려고 합니다.,교환반품
11534,너무 늦게 오는거 아닌가요?,배송
11535,지금 티브이에 나오는 그 코끼리 청소기 그거 주문하고 싶은데요.,주문
11536,"아 아직 안 왔는데요.
",배송
11537,"그래서 아직 안 오나요?
",배송
11538,"그럼 아직 언제 오는지 모르는 거죠?
",배송
11539,어떻게 접수하는 방법으로 확인해볼 순 없나요?,교환반품
11540,그럼 더 좋은 방법이 없어요?,교환반품
11541,왜요?,주문
11542,지금 주문하면 언제 오는 거죠?,배송
11543,"아, 그냥 취소할게요.",취소
11544,"아 네, 슈트를 하나 샀는데 사이즈가 안 맞아서 교환을 해야 될지 반품을 해야 될지 고민하다가 오늘 아침에 반품 접수를 했었거든요?",교환반품
11545,"사이즈가 커서 교환 했다가 또 교환 할 수는 없을 것 같아서 반품으로 접수를 했는데 
접수 진행은 되어 있나요?",교환반품
11546,지금 방송하는 청소기 주문해주시겠습니까?,주문
11547,이거 다 불러야 돼요?,결제
11548," 네 지금 저기 뭐야 홈쇼핑 나와서 전화 드렸는데요?			
",상품
11549," 이거 옷걸이 주문할려고 하거든요.		
",주문
11550,"아, 그런가요?
기분이 좋지는 않네요.
배송 지연으로 제가 지불 해서라도 배송 받는 건 안되나요?",배송
11551,네 그럼 일단 보류해도 되는 건가요?,배송
11552,그럼 제가 내일 다시 전화를 드려도 될까요?,연락요청
11553,어떻게 됐나요?,교환반품
11554,불편한데 어떻게 사용해요? 이미 뜯었는데…,상품
11555,개봉해서 착용 안해보고 불편한 지 어떻게 알아요. ,상품
11556,말이 되나요?  사용해보려면 당연하게 착용해 봐야지.,불만접수
11557,답답하네. 보기만 해서는 알 수 없는거잖아.,불만접수
11558,그래서 반품 안된다는 거예요?,교환반품
11559,언제 연락 오는데요?,연락요청
11560,네. 고추장담그기 세트 주문하려고 하는데요.,주문
11561,네 맞습니다. 계좌입금 원합니다. 신한 은행 계좌를 보내주세요. 언제까지 입금하면 되는 거죠?,주문
11562,"네, 어떻게 진행됐나요?",교환반품
11563,착용 안해보면 불량인지 아닌지 모르잖아요.,상품
11564,빨리 연락주세요.,연락요청
11565,"블랙 색깔로 신청을 했는데 카키 색깔로 왔고요.
",상품
11566,"입어 보니 스타일이 너무 아니라서 반품하려고 해요.
",교환반품
11567,제가 지금 방송하고 있는 청소기를 주문하고 싶어서요.,주문
11568,제가 지금 자동 주문이 안되서요.,주문
11569,네. 그냥 할부로 해주세요.,결제
11570,그런데 제꺼는 우리카드인데.,결제
11571,그럼 어떻게 하면 되는 건가요?,상품
11572,금액이 얼마에요?,결제
11573,일단은 해 주시구요. 박스를 제가 뭐 포장해서 줘야 되죠?,교환반품
11574,박스를 다시 한 번 써도 되나요?,포장
11575,주소는 안써도 돼요?,포장
11576, 어 그게 여덟 팩이었는데 그러면 한 팩 당 가격이 얼마인 거예요?,상품
11577,"네 결제해 주세요.
",주문
11578,"무슨 말이죠?
환불 처리가 안 됐는데요?",환불
11579,"아 그런가요?
그러면 얼마가 환불 되는 거죠?",환불
11580,"네, 하나 먹어보니 너무 맛이 없어서, 몇 개를 더 먹어봤는데 다 맛이 없어요. 그래서 반품 신청 했어요.",교환반품
11581,아니 이렇게 맛이 없는걸 팔아놓고 반품이 안된다니요?,교환반품
11582,그러면 ㅇㅇ쇼핑에서는 그 업체에 관리를 해야 하지 않아요? 맛도 확인 안합니까?,상품
11583,그러면 ㅇㅇ쇼핑에도 잘못한거네요. 맛이 없는걸 걸러내지 못했으니까요.,상품
11584,나참 이해가 안가네요. 그럼 이 맛없는걸 계속 먹으라는 겁니까? 버리라는 겁니까?,상품
11585,그러면 교환이라도 해주세요.,교환반품
11586,예 그러면 버려도 된다는 얘기죠?,상품
11587,"네, 배송을 했다고 하는데 운송장 번호가 어떻게 됩니까?",배송
11588,"아, 네 감사합니다. 배송이 왜 이렇게 늦죠?",배송
11589,"아니요, 사이즈는 같은데 베이지 색상으로 교환해주세요.",상품
11590,하나가 얼마인데요?,상품
11591,그러면 하나는 그냥 입금 할 테니 그렇게 처리해주세요.,교환반품
11592,미리 입금을 해야 한다는 거죠?,결제
11593,소갈비찜인가 받았는데 반품 좀 할려고요.,교환반품
11594,아니 뭐 방송에서 보는것보다 갈비양이 적어요. 무슨 그런걸 팔아요?,상품
11595,"네이비 이백 사십 사이즈 제품 반품할게요.
 ",교환반품
11596,그러면 제품 사진 찍어서 저희 업무 폰으로 보내주세요.,배송
11597,아 거기로 그냥 자동 주문을 했는데 따로 전화 주시는 건지 아니면 어떻게 되는거에요?,주문
11598,"아 기모 데님 삼종이요?
 ",주문
11599,"그거 그냥 취소할 거고 다른 곳에서 다시 주문할 거예요.

",취소
11600,아 뭐 한 가지 물어 볼라고요? ,교환반품
11601,상품 두 개 교환 하려고요.,교환반품
11602,색상은 같은 걸로 하고 이백 육십 오하고요. ,교환반품
11603,여성용 이백 삼십오로 해주세요.,교환반품
11604,그러면 반품됩니까? ,교환반품
11605,사이즈가 좀 작게 나왔는데요?,교환반품
11606,"네, 제가 바지를 구매했는데요 사이즈가 안 맞아서 확인좀 하려고요.",상품
11607,"네, 그런데 엑스라지를 시켰는데 투엑스라지가 온거 같아요.",상품
11608,"네, 그럼 엘 사이즈로 변경해주세요.",상품
11609,"네, 그럼 반품이나 교환은 제가 배송비를 내야하나요?",배송
11610,엊그저께인가 지금 청소 해놓고 안 쓰고 있는 상태인데 버튼을 계속 누르는데 되는 건지 안 되는 건지 소리나 이런 거는 안 나는데 제대로 안 되는 게 아닌가 싶기도 하고 그러거든요.,상품
11611,이게 이렇게 되면 안 되는 거 아닌가요?,상품
11612,물건에 혹시 하자가 있으면 그냥 교환을 했으면 좋겠어요.,교환반품
11613,주문한거 아직 연락 안 오는 거예요? ,주문
11614,네. 그럼 일시불로 주문하고 싶은데요.,주문
11615,왜요?,주문
11616,그럼 언제 가능한가요?,연락요청
11617,그럼 월요일에 연락을 준다는 건가요?,연락요청
11618,"주문한 물건이 안 와서 상담 예약을 했는데요.
",배송
11619,아 예 구월 십팔일 주문을 이백 삼십 시켰는데 이백 삼십오가 왔는데 어떻게 해요? ,배송
11620,예 그거 언제 수거하러 오시나요? ,교환반품
11621,그러니까 이백 삼십으로 보내주시면 된다고요. ,상품
11622,그럼 어떻게 해요? 그럼 반품해요? ,교환반품
11623,아 예 알겠습니다. 그러면 그 물건을 문 앞에 내놓으면 되나요?,교환반품
11624,그 물건이 종료가 돼서 이제 없다고요?,상품
11625,어제도 방송나오는 거 같던데요. ,상품
11626,반품 접수된 게 회수 완료라고 문자가 왔더라고요. 근데 저한테 물건을 가져가지 않았는데 왜 반품 회수라고 돼있는지 모르겠는데요?,교환반품
11627,아 저기 색상은 아이보리로 부탁할게요.,상품
11628,어제 문자 신청했는데 우리 아들은 지금 외국 나갔다가 팔월달에 들어오면 좀 주문 할 수 있을까 하고 미리 전화를 해본 겁니다. ,주문
11629,예 그러면 원 플러스 원이에요? ,상품
11630,예 그래서 원 플러스 원으로 신청해서 팔월 달에 내가 그러니까 주문하려구요.,주문
11631,그거는 방송 중에 내가 전화를 했잖아요? ,상품
11632,네 어떻게 하면 되지요?,교환반품
11633,아니요. 그때 접수했는데 이백 육십오로 보내달라고요. ,교환반품
11634,네 언제쯤 와요?,배송
11635,"네, 제가 다시팩을 샀는데요 이게 아무리 끓여도 우러나지가 않는데요?",상품
11636,"네, 이게 끓이면 색도 변하고 냄새도 나고 해야는데 끓여도 그냥 물이에요.",상품
11637,"네, 하자가 있어서 쓰질 못하니 반품을 해야는게 맞지 않을까요?",교환반품
11638,네. 아리울떡 주문하려고 하는데요.,주문
11639,네. 가상 계좌를 하나 보내주세요.,결제
11640,예 그 농협 가상 계좌로 넣어 주세요.,결제
11641,언제쯤 도착하나요?,배송
11642,그러면 추석 전에 오는거죠?,배송
11643,아 저기 제가 며칠 전에 구매한 거 반품하려고요.,교환반품
11644,네 저 옷걸이 주문 좀 할려구요.,주문
11645,지금 거기 등록 되있는건 뭔데요?,결제
11646,아 엔에이치 농협인가요. 잠깐만요.,결제
11647,"삼성 카드 자동 주문으로 할게요.
일시불로 하면 이만 원 할인이 된다고 하던데요?",상품
11648,아 예. 언제 수거하러 와요?,교환반품
11649,시월 오일부터요?,교환반품
11650,더 일찍은 안되나요?,교환반품
11651,회수해갈 때 연락 오나요?,교환반품
11652, 아 지금 하고 있는거 주문할려 그러거든요.,주문
11653,네 주소는 성남시 분당구인데 서울로 보내려고 해요.,배송
11654,"네 기라로쉬 침구 세트 퀸 사이즈를 두 개 시키고 싱글 사이즈 하나를 시켰는데요.
 ",주문
11655,"퀸 사이즈 두 개만 오고 싱글 사이즈는 안 와서 어떻게 된 건가 해서요.

",배송
11656,예 문의 좀 드릴려고 그러는데요.,주문
11657,예 그 아까 방송되는 신발 어제 주문했는데 그 주소가 따로 문자가 왔는데 어떻게 된건가 싶어서 전화 드린 거거든요.,고객정보
11658,이거 추석 끝나고 배송 되는거죠?,배송
11659,"네, 주소가 어디로 되어 있나요?",고객정보
11660,아 예 테코미트 거치대 구매할라고요.,주문
11661,할부는 몇개월까지 할 수 있나요?,결제
11662,"하나만 물어볼게요.
옷 소재는 어떤 건가요?",상품
11663,그러면 사이즈 변경도 가능한가요?,상품
11664,아 그럼 취소해주세요.,취소
11665,"뉴트리원 더콜라겐S를 주문했는데 취소하려고요.

",취소
11666,"네 맞습니다. 그런데 추석 전에는 배송이 안 되는 건가요?
 
",배송
11667,예 근데 이거 카드 취소해 주세요.,결제
11668,네. 저  타일 박사 주문하려고 하는데요.,주문
11669, 근데 자동으로 하면 삼만 팔천 팔백 원이지 않아요?,결제
11670,얼마죠?,가격
11671,일 키로에 팔천 오백원 아닌가요?,가격
11672,배송비가 있어요?,배송
11673,방송하고있는 남성 신발 주문하려고 하는데요.,주문
11674,"아니요 남성 상품으로 주문할게요.
",주문
11675,"네 색상은 브라운 사이즈는 이백 오십 오미리로 주문해 주세요.

",주문
11676,제가 삼월 이십 팔일인가  주문한 게 있어요.,교환반품
11677,혹시 사이즈 교환이 가능한가요?,교환반품
11678,"아, 그럼 블랙은 구십 오가 제일 작은 건가요? ",상품
11679,그러면 반품해야 될 것 같네요.,교환반품
11680,제가 물어볼게 있는데 사이즈는 어떻게 주문하면 될까요?,상품
11681,"아니요, 카드 취소되면 문자 와요?",취소
11682,지금 방송 상품 열박스 두 개 구매하려고 합니다.,주문
11683,"네 감사합니다.
현재 방송 상품 종근당 건강 아이클리어 루테인지아잔틴 상품은 열박스가 있고 이십박스가 있습니다.
어떤 걸로 해 드릴까요?
",주문
11684,네. 디스크 잭 W 라인 벨트를 주문했는데 취소하려고요.,취소
11685,혹시 수거 문자는 언제 와요?,교환반품
11686, 어제 수거는 해서 갔는데요.,교환반품
11687,네. 무선 청소기 그거 하나 주문하려고 하는데요.,주문
11688,네. 그런데 구만 구천원 아닌가요?,상품
11689,네 제가 ㅇㅇㅇ을 주문을 했었거든요.,주문
11690,이십팔일에 주문을 하려고 했었는데 없다고 ㅇㅇㅇ이 나오더라고요.,상품
11691,근데 그게 이번에는 나온 것 같던데 한 번 봐주시겠어요?,상품
11692,아 그럼 재고 있는 걸로 해주세요.,상품
11693,"네. 청소기 지금 방송하고 있는 거 주문하려고 전화 드렸는데요.
",주문
11694,여기 제가 한 번도 주문을 안 했었는데 자동으로 될까요?,주문
11695,네 주문하려고 합니다.,주문
11696,"그럼 언제 온다는 건가요? 
",배송
11697,아 저 ㅇㅇㅇ이라고 하는데요. 저번에 무선 충전기 교환해서 받았거든요.,교환반품
11698,그 교체를 해가지고 왔는데 이제 명절이 돼서 인자 써보는데 이거는 되네요.,교환반품
11699, 근데 문제는 또 저희가 안쓰다가 어디 갈 때만 쓰니까 지금 쓸려고 해보니까 저것도 안되거든요. 처음에 테스트 했을때는 됐거든요.,교환반품
11700,예 그렇게 하시고 제가 얼마 전에 그 뭐 취소를 했거든요.,취소
11701,아 그래요.,취소
11702,예 그럼 카드 취소는 언제쯤 되요?,취소
11703,아 그래요.,취소
11704,반품할려구요.,교환반품
11705,하나만 하고 싶은데 안되는 거죠?,교환반품
11706,네. 지금 청소기 주문하려고 하는데요.,주문
11707,네. 그럼 둘 다 적용해 주세요.,상품
11708,그럼 제가 자동 주문으로 또 전화를 해야 되나요?,상품
11709,"색상은 뭐가 있나요?
",상품
11710,"아 네 그럼 블랙에 사이즈 이백 육십으로 신청해 주세요.
",주문
11711,"아 배송지를 거기 말고 경주 외동 주소로 할게요.
",배송
11712,"아니요. 무통장입금으로 할게요. 어디로 보낼까요?
",주문
11713,"혹시 농협 되나요?
",주문
11714,네. 현재 방송 중인 상품 주문하려고요.,주문
11715,옷걸이 있잖아요. 살려고 하는데요.,주문
11716,여보세요?,주문
11717,베개 사이즈가 너무 커서 작은 사이즈로 교환 신청했어요.,교환반품
11718,처리 절차가 어떻게 되나요?,교환반품
11719,배송 된다고 다시 문자가 오나요?,배송
11720,"네, 얼마나 걸릴까요?",배송
11721,저한테 전화를 주셨는데 못받았다고 문자 메시지가 들어왔네요. 전화 쫌 해달라고.,연락요청
11722,"네, 김치 그거 취소 했었는데요?",교환반품
11723,"아, 그래요? 그럼 어떻게 하면 되나요?",교환반품
11724,"아, 네. 돌려보내기만 하면 되나요?",교환반품
11725,"아, 그게 오늘 오나요?",배송
11726,그럼 그게 취소가 되면 취소 됐다고 연락이 오나요?,환불
11727,"취소 되지 않았다면 배송은 언제 받을 수 있죠?
",배송
11728,반품하려구요.,교환반품
11729,그냥 반품해 주세요.,교환반품
11730,"주문 상품 취소 문의드립니다.
",취소
11731,네 그 제가 제품 주문한게 있는데 비밀 번호가 오류가 있어서 재설정을 하고 난 뒤에 로그인을 했거든요.,고객정보
11732,아 그래요 이거 지금 사이즈를 제가 교환 좀 할려고 그러는데요.,교환반품
11733,네. 코끼리 청소기 사려고 하는데요.,주문
11734,네. 자동 주문 에스알에스로 하려고 했는데 연결이 되었네요.,주문
11735,네. ㅇㅇㅇ요. 그런데 등록이 안 되어 있나요?,고객정보
11736,"네, 배송은 언제되나요?",배송
11737,상품 주문 좀 하려고요.,주문
11738,네. 배송은요? ,배송
11739,어떻게 해요?,배송
11740,그럼 삼일에서 칠일에 다시 연락 주시는거예요?,배송
11741," 음 그러면 언제쯤에 받아 볼 수 있어요?
",배송
11742, 아 그러면 월요일 날  배송되겠네요?,배송
11743,네 제가 어제  주문한걸 배송 받았는데요. ,배송
11744,교환 좀 할려고요.,교환반품
11745,그 허리 벨트 있잖아요.,상품
11746,"네, 근데 제가 이십삼일 날 신청을 한 건데 오늘 날짜까지 시간이 걸렸으면 문제가 되는게 아닌가요?",배송
11747,그러면 어디로 사진을 전송해야 하나요?,교환반품
11748,네. 이거 업체에서도 배송 안했다는 말씀이신거죠?,배송
11749,그럼 저는 이거 어디에다가 얘기하면 될까요?,불만접수
11750,아니 제가 피해를 봤잖아요. 그럼 제가 그 업체 쪽에 이야기를 하면 안되나요?,불만접수
11751,저는 이 불만을 그 업체 쪽에다가 얘기하면 되는건가요? 업체에서 배송하는 거잖아요.,불만접수
11752,그럼 업체쪽에도 지금이라도 배송을 해라고 하면 오늘 배송이 가능한지는 또 확답 못주시는거죠?,배송
11753,근데 그 얘기를 수요일에도 들었거든요.,불만접수
11754,아 아니예요. 그냥 저희는 취소해주세요.,취소
11755,알겠습니다. 그런데 시간이 지났는데 결제는 언제 환불 처리가 가능한건가요? 결제 취소가 되나요?,환불
11756,네 알겠습니다. 그러면 결제가 진행이 됐으면 다음달에 환불이 된다는 그 말씀이신거죠?,환불
11757,아니요. 몇천원 더 이상 그거는 이용하지 않을 거 같은데 다른 방법은 없나요?,환불
11758,"근데 여보세요. 반품 신청을 하면 바로 환불을 해줘야죠. 
",환불
11759,그럼 빨리 회수해 가세요.,교환반품
11760,내일 몇 시에 오나요?,교환반품
11761,"다른 택배는 문자가 오는데 여기는 문자도 없고요. 
연락도 없이 그냥 문을 쿵쿵 두드려요. 
",교환반품
11762,네. 환불 되면 문자 좀 보내줘요.,환불
11763,"제가 어느 카드로 결제를 했나요?
",결제
11764,"네, 그럼 함량이 어떻게 되는지 모르나요?
",상품
11765,오늘 연락해 보려고 했는데.,배송
11766,이전에는 택배 기사분이 뭐 회수를 하신 거예요?,교환반품
11767,그럼 내일 중으로 회수해 주세요.,교환반품
11768,"네, 그런데 여성거 하나가 있고 남성것도 하나가 있어요.",주문
11769,제 것만 가져가시나요?,교환반품
11770,남성 것도 반품할게 있거든요.,교환반품
11771,"아, 그래주시겠습니까? 바로 되는 겁니까?",교환반품
11772,네  반품을 시켰는데 입금이 안 돼가지고요.,환불
11773,배송이 안된다고요? 요즘에는 다 되던데요?,배송
11774, 추가 요금 넣어도 안 되고요?,배송
11775," 예, 그러면 환불해 주세요. ",취소
11776,"네, 아직 안 되나요?
",환불
11777,"아 그럼 정확히 언제쯤 처리되나요?
",환불
11778,그럼 어떻게 해야 돼죠?,취소
11779,"확인하고 답변 부탁 드려요. 
",연락요청
11780,네 ㅇㅇ쇼핑이죠?,고객정보
11781,저 그 아이디고 뭐고 다 했는데 고객 정보를 찾을 수 없다고 나와서요.,고객정보
11782,아 그러면 지금 방송이 오분밖에 안 남았는데요.,고객정보
11783,에 물건이 너무 안와가지고,배송
11784," 얼마 라고요? 
",가격
11785," 예 그러니까 시월 이일이잖아요? 
",배송
11786,"삼만 삼천원이 아니라 더 싸더라고요.
",가격
11787,"음 그럼 국민카드는요? 거기 국민카드는 오 프로라고 써있던데.
",결제
11788,"삼만 삼천 원인 신발이죠?
",가격
11789,"음 네 알겠습니다. 보내주세요.
",주문
11790,"아, 상품을 하나 반품하려고요.",교환반품
11791,"아, 그럼 택배비는 어떻게 해야 되죠?",교환반품
11792,"네, 어디인가요?
",고객정보
11793,"그분 성함이 어떻게 되시죠?
",고객정보
11794,"지금 방송 중인 버팔로 로퍼 주문하려요.
",주문
11795,"아니요. 남성용으로 주문합니다.
",주문
11796,"브라운 이백 사십 오로 주문해 주세요.

",주문
11797,"네 그런데 신발 굽이 몇 센티인가요?
",상품
11798,그럼 이거 하고 사월 팔일에 그 쪽에서 다시 연락온다는게 맞아요?,연락요청
11799, 네 그럼 그렇게 해주세요. 그럼 이거 받게 되면 나중에는 삼만원씩 적립된는거 맞죠?,결제
11800,"저기 스팀다리미 있잖아요.
",상품
11801,"그럼 교환해 주세요.
",교환반품
11802,"블루 컬러로 바꿀 수 있나요?
",상품
11803,"저기 죄송한데 나중에 연락 주세요.
",연락요청
11804,"아 그러면 결제 금액은 다 들어오나요?
",취소
11805,"그러니깐 제가 삼사일 정도 기다리면 그게 취소가 된다는 얘기죠?
",취소
11806,아이보리 없어요?,상품
11807,배송은 언제하는데요?,배송
11808,제 고객정보가 안나오나요?,고객정보
11809,주소확인이 안되어서 카드 결제가 안되었나요?,결제
11810,결제가 된게 확인이 안된다고요?,결제
11811,"네, 옷걸이 주문할려구요.",주문
11812," 아참 그래요. 그럼 입금으로 할께요.
",주문
11813,"OO쇼핑에서 방금 구두를 봤는데요. 주문 가능한가요?
 
",상품
11814,"네 실버 이백 오십 미리로 주문해 주세요.


",주문
11815," 아 지금 옷걸이 주문이요.
",주문
11816,네 빠른 배송 부탁드립니다.,배송
11817,네 앞전에 방송한 거 주문 하려고 하는데요?,주문
11818,아니요. 무통장 입금 할려고 그러는데요? ,주문
11819,오늘 지금 방송 보고 전화 드리는데요? 청소기 그거 삼십센치정도 인가요? ,상품
11820,어 그 방금 주문 넣었는데 혹시 취소되나요? ,취소
11821,예 지금 광고 중인 청소기 하나 살려구요. ,주문
11822,어 구만 구천원이 아니고요? ,가격
11823,카드 아니라 현금으로요. ,결제
11824,여보세요? 자동 주문했는데요?,주문
11825,예 지금 방송 중인 청소기 주문해주세요.,주문
11826,카드 번호 끝 네 자리 얘기할까요? ,결제
11827,아 지금 청소기 주문할라고요?,주문
11828,"아, 그랬군요. 다시 불러 드리면 되나요?",고객정보
11829,"제가 엠파크 캘리포니아 달콤 오렌지 주문했는데, 이거 전체 교환이든 전체 반품이든 요청한 대로 처리해 주시겠다고 답변을 받았거든요.",교환반품
11830,지금 카드 취소해 주시는 건가요?,취소
11831,일단 이전에 온 거는 불량 때문에 제가 한번 교환을 했던 거구요.,주문
11832,네 다시 온 제품이 그 세개 중 한개 제품이 다른게 온 거예요.,교환반품
11833,네 그러면 전체 포장해서 보내 드리면 되는거죠?,교환반품
11834,"네 며칠 전에 주문하고 상품을 받았는데 골드를 달라고 했는데 보니까 골드가 아니네요?
 그래서 반품할라고요. ",교환반품
11835,네 근데 추석 때문에 물건은 언제 가져가고 언제 환불이 되나요?,교환반품
11836,아 제가 청소기 하나 살라고 주문할라 그러는데요?,주문
11837,제가 농협 카드로 할라 그러는데요? ,결제
11838,ㅇㅇ쇼핑이죠? 아 저 지금 아까 방송에 신발을 봤거든요? 그거 주문할라고요.,주문
11839,두개 주문할게요. 하나는 검정색으로 해주시구요. ,주문
11840,그건 사이즈가 이백 오십오요.,주문
11841,하나는 이백 오십,주문
11842,굽이 높은가 신어봐야 하는데 언제쯤 오겠습니까? ,배송
11843,아 이 상품은 어제 왔는데 너무 커서 오오 사이즈로 교환하려구요.,교환반품
11844,아 네 지금 방송 중인 청소기 구입하려고 전화드렸습니다. ,주문
11845,아 저거 하나 주문 해 주세요.,주문
11846,네 맞는데 구만 삼천 백원 아닌가요?,주문
11847,지금 방송 중인 상품 주문하려는데요?,주문
11848,"  아 그런데 지금 여기는 제가 잘 이용을 안 하는데  등록이 있네요.
",고객정보
11849," 아 네 알겠습니다.
지금 방송중인거 주문해 주세요.
",주문
